gene,locus_capt,type,Stock_number,PA.site.number,insert.location,PA.group,treatment,collection.time,replicate,tray,row,column,plant_ID,rosette.diameter,bolt.at.collection,germination.day,Length.cm.,primary.length,upper.LR.count,mid.LR.count,lower.LR.count,upper.LR.length,mid.LR.length,lower.LR.length,LR.count,LR.density,mid.LR.density,lower.LR.density,ttl.LR.count,upper.LR.density,below.ground.mass.mg,above.ground.mass.mg,day.to.bolt,diameter.at.bolt,day.to.flower,day.to.mature,reprod.num,basal.fruit.length,mid.fruit.length,upper.fruit.length,inflorescence.height,mainbranch,basal.branch,ttl.maininfl.branch,branch.basalbranch,days.to.collect,days.to.bolt,days.to.flower,collection.age,days.to.mature,ttl.branch,fruit.num,flw.num,aborted.fruits,flw.buds,above.ground.mass.g,plant.age,locus,PAC_count,PAC_count_neg,PAC_count_pos,mean_PAC_insert_dist,mean_PAC_insert_dist_pos,mean_PAC_insert_dist_neg,PAC_strand_group
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,11,4,K,5,272,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,31,43,33,48,30,13.6,12.5,10.6,25.9,1,0,1,0,48,27,2,44,15,2,28,1,2,0,0.0615,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,12,4,L,3,276,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.2,29,74.4,32,48,99,6.6,14.9,12.2,37.7,2,1,3,1,48,27,3,46,16,7,77,11,10,2,0.2332,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,IAA,fruit,5,5,A,1,277,NA,NA,2,394.2997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.737,43.4,30,21.6,33,48,24,12.1,12.1,10.4,20.5,0,0,0,0,48,28,3,46,15,0,16,3,2,1,0.0434,44,AT1G15580,1,1,0,465,NA,465,-
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,fruit,5,5,B,3,285,NA,NA,4,347.9262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,44.7,30,19.9,33,48,33,11.5,12.1,11.6,24.5,2,0,2,0,48,26,3,44,15,4,19,8,4,2,0.0447,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,NA,NA,CS22636,NA,NA,NA,IAA,fruit,5,5,C,1,289,NA,NA,4,302.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.549,44.3,28,20.3,33,48,31,11.8,11.9,10.8,24.8,2,0,2,0,48,24,5,44,15,4,20,5,4,1,0.0443,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,control,fruit,5,5,C,2,290,NA,NA,3,394.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.497,41.9,31,24.8,33,48,30,12.8,12.9,11.4,24,2,0,2,0,48,28,2,45,15,4,19,5,4,1,0.0419,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,NA,NA,CS22647,NA,NA,NA,IAA,fruit,5,5,E,2,302,NA,NA,2,75.1516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.983,38.4,30,16.4,33,48,20,12.4,13,10.7,19.3,0,0,0,0,48,28,3,46,15,0,16,3,4,0,0.0384,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,control,fruit,5,5,E,4,304,NA,NA,3,136.3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.804,35.4,28,20.8,32,48,28,8.3,11,11.6,24.9,1,0,1,0,48,25,4,45,16,2,23,1,4,0,0.0354,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,promix,fruit,6,6,C,3,360,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.6,30,79.1,33,48,71,16.9,14.6,12.1,35,2,0,2,0,48,27,3,45,15,4,61,3,6,0,0.2106,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,IAA,fruit,6,6,D,4,367,NA,NA,2,248.6782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.566,35.3,29,17.9,33,48,28,11.2,12.7,11.1,25.2,2,0,2,0,48,27,4,46,15,4,20,4,3,2,0.0353,44,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,promix,fruit,6,6,E,6,375,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.1,28,101.2,30,48,131,5.7,14.5,11.2,40.7,2,2,4,2,48,26,2,46,18,10,107,10,8,0,0.3491,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,IAA,fruit,6,6,F,6,381,NA,NA,3,302.2185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.486,40.3,29,23.4,32,48,25,12.7,11.9,9.7,24.3,1,0,1,0,48,26,3,45,16,2,19,5,3,1,0.0403,44,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,17,6,H,5,392,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.3,30,63.5,32,48,57,15.4,12.4,10.6,31.8,2,0,2,0,48,28,2,46,16,4,56,0,7,0,0.1323,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,promix,fruit,1,1,A,6,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.8,29,61.5,32,49,90,12.2,14.7,11.4,35.9,1,1,1,1,49,26,3,46,17,4,80,7,6,1,0.2308,44,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
NA,NA,NA,CS22636,NA,NA,NA,promix,fruit,1,1,B,2,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.4,27,38.3,35,49,80,11.3,13.2,11.5,37.9,3,0,3,0,49,25,8,47,14,6,68,10,7,0,0.1384,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,fruit,1,1,C,5,17,NA,NA,3,462.3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.934,58.2,28,21.6,33,49,38,10.5,13.5,10.5,29.5,2,0,2,0,49,25,5,46,16,4,33,2,5,0,0.0582,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,NA,NA,CS22636,NA,NA,NA,IAA,fruit,1,1,F,5,35,NA,NA,3,389.6554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,53.2,29,31.2,33,49,41,12.1,10,10.4,27.3,3,0,3,0,49,26,4,46,16,6,26,4,3,6,0.0532,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,IAA,fruit,1,1,G,2,38,NA,NA,3,463.6969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.884,57.8,28,23,32,49,41,11.9,13.1,11.7,27,2,0,2,0,49,25,4,46,17,4,34,5,2,0,0.0578,44,AT1G12820,11,11,0,NA,NA,NA,-
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,promix,fruit,1,1,J,2,56,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.1,29,62,31,49,73,12.1,12.8,10,35.5,2,0,2,0,49,27,2,47,18,4,72,0,7,0,0.1731,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,3,1,J,3,57,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.2,30,56,33,49,71,8.9,13.7,10.9,34.6,2,0,2,0,49,28,3,47,16,4,65,4,4,0,0.1452,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,promix,fruit,1,1,J,4,58,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.7,30,76.9,33,49,87,14.5,14.4,12.3,38.6,2,0,2,0,49,27,3,46,16,4,77,9,4,0,0.2337,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,promix,fruit,2,2,C,1,82,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.8,28,79.9,29,49,89,13,14,12.3,43,0,2,0,3,49,25,1,46,20,5,62,11,7,1,0.2428,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,promix,fruit,2,2,D,6,93,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.6,30,68.7,33,49,113,10.4,15.1,11.7,39.1,2,0,5,0,49,28,3,47,16,7,96,9,10,0,0.2726,44,AT5G57420,1,0,1,899,899,NA,+
NA,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,promix,fruit,2,2,E,3,96,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,30,66.1,32,49,69,14.9,13.1,10.6,36.6,2,0,2,0,49,27,2,46,17,4,58,6,4,0,0.175,44,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
NA,NA,NA,CS22647,NA,NA,NA,promix,fruit,2,2,H,1,112,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.1,30,47.7,33,49,135,14.8,12.8,11.5,17.6,0,6,0,12,49,28,3,47,16,18,122,0,28,0,0.1831,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,IAA,fruit,3,3,A,2,140,NA,NA,2,487.2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.165,74.9,29,29.7,33,49,55,12.8,12.6,10.3,25,2,1,2,1,49,27,4,47,16,6,49,0,10,0,0.0749,44,AT5G60450,10,10,0,2728.1,NA,2728.1,-
NA,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,control,fruit,3,3,B,3,147,NA,NA,2,545.1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.371,60.1,30,33.4,33,49,42,11.5,13.4,10,27.2,2,0,2,0,49,28,3,47,16,4,42,2,4,0,0.0601,44,AT1G35540,4,0,4,1762,1762,NA,+
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,promix,fruit,3,3,B,5,149,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.8,28,62.1,31,49,144,9.8,15,10.5,37.5,2,1,4,1,49,26,3,47,18,8,114,17,14,4,0.2908,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,promix,fruit,3,3,C,4,154,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.1,28,68.5,33,49,96,10.6,14.2,9.9,33.6,3,0,3,0,49,26,5,47,16,6,94,1,5,0,0.2181,44,AT1G80390,2,2,0,NA,NA,NA,-
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,IAA,fruit,3,3,F,1,169,NA,NA,2,691.2258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,66.1,29,27.6,32,49,42,13.2,14.1,10.4,27.4,2,0,2,0,49,27,3,47,17,4,38,3,6,0,0.0661,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,promix,fruit,3,3,F,5,173,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.2,26,97.5,29,49,146,13.8,14,11.1,42.6,2,2,2,0,49,24,3,47,20,6,133,5,8,3,0.3952,44,AT5G57420,1,0,1,899,899,NA,+
NA,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,IAA,fruit,3,3,F,6,174,NA,NA,2,211.6376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.973,31.8,29,32.5,33,49,27,11.6,10.4,7.9,18.3,1,0,1,0,49,27,4,47,16,2,23,3,2,2,0.0318,44,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
NA,NA,NA,CS22658,NA,NA,NA,promix,fruit,3,3,G,5,179,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.2,31,91.8,31,49,103,11.4,14.1,10.5,39.9,2,1,2,1,49,28,0,46,18,6,93,5,5,0,0.2392,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,promix,fruit,3,3,H,4,184,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.7,28,89.3,31,49,105,14.7,13.9,11.4,40.8,3,0,3,0,49,26,3,47,18,6,93,6,9,0,0.2977,44,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
NA,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,IAA,fruit,4,4,A,1,208,NA,NA,4,273.2383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.844,50.5,31,26.3,34,49,30,13.2,12.1,10.5,26.2,1,0,1,0,49,27,3,45,15,2,22,5,3,0,0.0505,44,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
NA,NA,NA,CS22596,NA,NA,NA,control,fruit,4,4,E,1,232,NA,NA,3,317.0904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.898,40.7,31,16.7,33,49,27,7.5,10.9,11.1,20.5,1,0,1,0,49,28,2,46,16,2,15,3,3,2,0.0407,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,control,fruit,4,4,I,3,258,NA,NA,3,103.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.078,22.2,28,30.6,32,49,18,10.8,10,8.3,19.4,0,0,0,0,49,25,4,46,17,0,15,1,2,0,0.0222,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,NA,NA,CS22647,NA,NA,NA,IAA,fruit,4,4,I,5,260,NA,NA,2,39.5117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.119,15,30,13.3,32,49,14,10.6,10.1,9,12.6,0,0,0,0,49,28,2,47,17,0,11,3,2,0,0.015,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,IAA,fruit,5,5,F,5,311,NA,NA,3,565.6304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.855,56.4,30,22.5,33,49,25,13,11.8,9.9,24.6,1,0,1,0,49,27,3,46,16,2,21,3,2,0,0.0564,44,AT5G60450,10,10,0,2728.1,NA,2728.1,-
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,fruit,5,5,G,1,313,NA,NA,3,199.0834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.749,22.1,29,14,33,49,19,10.1,9.6,10.4,18.8,1,0,1,0,49,26,4,46,16,2,14,4,2,0,0.0221,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,14,5,G,6,318,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.5,29,92,32,49,148,12.8,13.3,12.8,41.3,1,2,5,5,49,26,3,46,17,13,127,16,20,0,0.3825,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,control,fruit,14,5,J,2,332,NA,NA,5,56.5488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,11.5,29,12.7,33,49,14,7.3,7.5,8.6,13.6,1,0,1,0,49,24,4,44,16,2,9,2,4,0,0.0115,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,IAA,fruit,6,6,A,2,347,NA,NA,2,179.4642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.253,36.2,27,21.1,32,49,33,10.5,11.9,9.4,20.6,1,1,1,1,49,25,5,47,17,4,26,2,6,0,0.0362,44,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,fruit,6,6,A,3,348,NA,NA,3,358.6437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.548,45,29,22.7,34,49,29,10.6,11.8,10,25.7,2,0,2,0,49,26,5,46,15,4,26,1,4,0,0.045,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,control,fruit,6,6,A,5,350,NA,NA,3,172.8439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.493,26,24,12.5,28,49,41,4.4,2.1,2.3,13.5,1,2,1,2,49,21,4,46,21,6,19,7,13,2,0.026,44,AT1G15580,1,1,0,465,NA,465,-
NA,NA,NA,CS70000,NA,NA,NA,control,fruit,17,6,C,4,361,NA,NA,3,104.8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.077,24,21,12.9,25,49,51,6.5,1.3,6.4,15.6,2,2,2,2,49,18,4,46,24,8,16,9,21,4,0.024,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22617,NA,NA,NA,promix,fruit,6,6,F,4,379,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.2,28,68.6,32,49,99,14.5,12.5,10.7,31.6,4,1,4,1,49,26,4,47,17,10,89,2,15,0,0.2062,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22596,NA,NA,NA,promix,fruit,6,6,K,6,411,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.9,30,89.5,33,49,150,9.4,12.2,10.1,31.1,7,0,7,0,49,26,3,45,16,14,143,3,27,0,0.2979,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22658,NA,NA,NA,IAA,fruit,1,1,B,3,9,NA,NA,3,565.9798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.697,70.5,29,28.7,33,50,49,12.5,12.8,9.8,29.7,3,0,3,0,50,26,4,47,17,6,37,7,5,3,0.0705,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,promix,fruit,1,1,B,4,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.4,29,66.4,32,50,87,10.3,13.2,9.9,32.3,2,1,2,0,50,27,3,48,18,5,86,1,7,0,0.1954,44,AT5G57420,1,0,1,899,899,NA,+
NA,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,IAA,fruit,1,1,B,6,12,NA,NA,3,290.5213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,39.5,30,25.3,34,50,26,10.8,11.8,11.1,25.3,1,0,1,1,50,27,4,47,16,3,22,4,1,1,0.0395,44,AT2G46530,4,0,4,1351,1351,NA,+
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,promix,fruit,1,1,C,1,13,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336,29,61,32,50,89,10.7,14.2,9.6,36.7,2,0,2,0,50,27,3,48,18,4,79,7,3,0,2.336,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,promix,fruit,1,1,C,3,15,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333,29,63.8,32,50,96,12.8,13.7,11.4,35,2,1,2,1,50,27,3,48,18,6,85,6,7,2,2.333,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,IAA,fruit,1,1,H,1,43,NA,NA,3,583.1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.239,51.5,31,29.6,34,50,33,12.3,11.8,11.2,24.8,2,0,2,0,50,28,3,47,16,4,21,2,1,5,0.0515,44,AT5G57420,1,0,1,899,899,NA,+
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,control,fruit,1,1,H,5,47,NA,NA,3,366.4559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.235,41.6,29,23.8,34,50,34,11.2,12,9.2,24.6,2,0,2,0,50,26,5,47,16,4,29,4,3,1,0.0416,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,NA,NA,CS22617,NA,NA,NA,promix,fruit,1,1,J,1,55,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5,26,71.4,33,50,105,15,12.9,11.4,37.4,4,0,4,0,50,24,7,48,17,8,97,1,12,0,0.2325,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,control,fruit,2,2,B,2,77,NA,NA,3,369.6645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.524,48.9,29,20.7,34,50,38,12.9,12.6,10.1,23.9,3,0,3,0,50,26,5,47,16,6,32,1,6,0,0.0489,44,AT1G12820,11,11,0,NA,NA,NA,-
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,fruit,2,2,B,4,79,NA,NA,4,753.5656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.909,79.2,31,34.2,34,50,45,13.5,13.1,10,27.8,2,0,2,0,50,27,3,46,16,4,43,1,7,0,0.0792,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,IAA,fruit,2,2,D,2,89,NA,NA,3,406.0436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.502,49.9,30,25.2,34,50,30,12.5,13.1,11.3,27,2,0,2,0,50,27,4,47,16,4,21,2,6,1,0.0499,44,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
NA,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,control,fruit,2,2,F,4,103,NA,NA,3,254.9416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.204,44.8,32,24,35,50,31,12.6,13.1,11.3,25.1,2,0,2,0,50,29,3,47,15,4,22,3,3,2,0.0448,44,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
NA,NA,NA,CS22647,NA,NA,NA,IAA,fruit,2,2,H,2,113,NA,NA,2,124.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38,55.1,33,26.3,35,50,32,14.4,14,12.5,24.2,1,0,1,0,50,31,2,48,15,2,20,7,3,0,0.0551,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22617,NA,NA,NA,promix,fruit,2,2,J,1,124,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,29,71.8,34,50,86,13,14.4,11.4,33,4,0,4,0,50,27,5,48,16,8,79,2,9,0,0.185,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,control,fruit,3,3,A,4,142,NA,NA,3,270.3794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.837,31.7,26,16.8,32,50,36,5.7,9.1,6.3,17.8,1,2,1,2,50,23,6,47,18,6,29,3,6,1,0.0317,44,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
NA,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,promix,fruit,3,3,H,5,185,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.7,29,76,33,50,117,10.4,14.4,11.8,41,3,1,3,1,50,26,4,47,17,8,101,5,9,0,0.2887,44,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
NA,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,promix,fruit,3,3,K,3,201,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.3,31,56.2,34,50,54,11.8,12.9,11.5,30.4,2,0,2,0,50,29,3,48,16,4,54,0,4,0,0.1063,44,AT1G35540,4,0,4,1762,1762,NA,+
NA,NA,NA,CS22658,NA,NA,NA,IAA,fruit,3,3,L,2,206,NA,NA,3,303.5714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.344,32,31,20.1,34,50,29,11.6,12.8,11,23.4,1,1,1,1,50,28,3,47,16,4,22,2,3,4,0.032,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,IAA,fruit,4,4,B,5,218,NA,NA,3,380.7536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.105,39.8,32,24.8,34,50,23,13.5,12,9.7,19.6,0,0,0,0,50,29,2,47,16,0,18,2,4,0,0.0398,44,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
NA,NA,NA,CS22596,NA,NA,NA,promix,fruit,5,5,E,3,303,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9,33,63.8,36,50,83,11.5,11.3,10.1,26.6,3,0,3,0,50,30,3,47,14,6,72,7,14,0,0.1519,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,fruit,6,6,D,6,369,NA,NA,3,235.8756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.824,26.4,31,22.8,35,50,24,9.5,10.1,12.4,21,2,0,2,0,50,28,4,47,15,4,16,6,3,1,0.0264,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
